molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4857822,C=CC(=O)N1CCN(c2c(C#N)c(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4c(N)c(Cl)cc(Cl)c4F)c(Cl)cc23)CC1,4.737
CHEMBL4876344,C=CC(=O)N1CCN(c2c(C#N)c(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4ccccc4F)c(Cl)cc23)CC1,4.4
CHEMBL4860030,C=CC(=O)N1CCN(c2c(C#N)c(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4c(N)cccc4F)c(Cl)cc23)CC1,2.77
CHEMBL4859236,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)cccc2c1,0.4
CHEMBL4863339,C#Cc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,0.3
CHEMBL4867851,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,0.6
CHEMBL4876040,C#Cc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,0.4
CHEMBL4857719,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)c(F)ccc2c1,0.5
CHEMBL4874297,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)c(F)ccc2c1,0.6
CHEMBL4857438,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)cccc2c1,0.2
CHEMBL4858364,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,0.4
CHEMBL4863371,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,0.8
CHEMBL4855757,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C(CF)CC5)nc3c2F)c2ccccc2c1,0.1
CHEMBL4876243,COC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5cccc(F)c45)c(F)c3n2)C1,0.6
CHEMBL4872788,Fc1c(-c2cccc3c2CC2CC32)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,20.1
CHEMBL5077861,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,17.0
CHEMBL5076213,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(-n5cncn5)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,93.0
CHEMBL5083497,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5CCN5CC[C@H](F)C5)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,14.0
CHEMBL5075960,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(N5CCC5=O)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,27.0
CHEMBL5080777,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(CC(C)(C)O)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,12.0
CHEMBL5081366,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(OCCO)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,26.0
CHEMBL5078639,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(c4)OC(CO)C5)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,38.0
CHEMBL5080264,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5nn(CCOC)cc5c4)c(-c4c(Cl)c(C)cc5[nH]nc(N)c45)c3C)C2)C1,9.0
CHEMBL5085560,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(c4)CCN5C(=O)CN4CC[C@H](F)C4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,15.0
CHEMBL5080840,CN1CCC[C@H]1COc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,530.0
CHEMBL5090412,CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,1300.0
CHEMBL5080117,Cn1ccnc1CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,3500.0
CHEMBL5085544,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCCN4C[C@@H]5C[C@H]4CO5)nc3c2F)c2ccccc2c1,3000.0
CHEMBL5091064,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2ccccc2c1,270.0
CHEMBL5087737,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCCN4CCC5)nc3c2F)c2ccccc2c1,650.0
CHEMBL5093274,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OC[C@]45CCCN4C[C@@H](F)C5)nc3c2F)c2ccccc2c1,64.0
CHEMBL5089133,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2ccccc2c1,24.0
CHEMBL5084656,Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,380.0
CHEMBL5074273,Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,190.0
CHEMBL5093531,Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,2500.0
CHEMBL5091301,CCc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,200.0
CHEMBL5091903,COc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,1200.0
CHEMBL5091244,C#Cc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,71.0
CHEMBL5094356,Fc1ccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2c1,370.0
CHEMBL5070295,Fc1ccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2c1F,97.0
CHEMBL5087229,C#Cc1c(F)ccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,24.0
CHEMBL5085690,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)cccc2c1,63.0
CHEMBL5083652,C#Cc1cccc2cc(O)cc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,14.0
CHEMBL5081048,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,2.0
CHEMBL5089026,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)ncnc3c2F)c2ccccc2c1,10000.0
CHEMBL5073668,CN(C)CCOc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,10000.0
CHEMBL5079995,O=C1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cc(O)cc6ccccc56)c(F)c4n3)CCCN12,10000.0
CHEMBL5082116,Fc1c(-c2cccc3ccccc23)ncc2c(N3C[C@H]4CC[C@@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,10000.0
CHEMBL5090577,OCc1cccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,10000.0
CHEMBL5091178,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCC2(CCc4ccccc4C2)C3)C[C@@H]1CC#N,142.0
CHEMBL5083037,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CC[C@@]2(CCc4ccccc4C2)C3)C[C@@H]1CC#N,291.0
CHEMBL5073085,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CC[C@]2(CCc4ccccc4C2)C3)C[C@@H]1CC#N,131.0
CHEMBL5077647,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2C[C@@H](C)[C@H](c2c(F)c(N)cc(C)c2C(F)(F)F)C3)[C@@H](C)C1,10.0
CHEMBL5092687,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2C[C@@H](C)[C@H](c2nc(N)cc(C)c2C(F)(F)F)C3)[C@@H](C)C1,10.0
CHEMBL5074707,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2C[C@@H](C)[C@H](c2cc(O)cc4ccccc24)C3)[C@@H](C)C1,10.0
CHEMBL5073894,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2C[C@@H](C)[C@H](c2c(C(F)(F)F)ccc(N)c2F)C3)[C@@H](C)C1,10.0
CHEMBL5090056,C=CC(=O)N1CCN(c2nc(OC[C@@H]3C[C@H](F)CN3C)nc3c2C[C@@H](C)[C@H](c2cc(O)cc4ccccc24)C3)[C@@H](C)C1,11.0
CHEMBL5079099,C=CC(=O)N1CCN(c2nc(OCc3cn(C)cn3)nc3c2CC[C@H](c2cc(O)cc4ccccc24)C3)[C@@H](C)C1,470.0
CHEMBL5081562,CC[C@H](C)C1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](N)Cc2ccccc2)CC#CCSC[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(N)=O)[C@@H](C)CC)NC1=O,23.0
CHEMBL5080817,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCCCn2cc(nn2)CSC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5075728,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCCCn2cc(nn2)COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5075208,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCc2cn(nn2)C[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5090068,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCc2cn(nn2)CC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5083351,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCCCn2nncc2CSC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5078122,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCCCn2nncc2COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5079853,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCn2nncc2COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5083250,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)CCCCn2nncc2COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5084686,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCCn2nncc2COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5093419,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCn2nncc2COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5073912,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCc2cn(nn2)CC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5093036,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCc2cnnn2C[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5092959,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CCc2cnnn2CC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5092776,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCc2cnnn2CC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5077261,C=C1/C=C/CCCC(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(N)=O)CSC1,100000.0
CHEMBL5077919,C=C1/C=C/COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CC1,100000.0
CHEMBL5088053,C=C1/C=C/COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)C1,98000.0
CHEMBL5074844,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)CCC/C=C/COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5074453,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)CCCC#CC#CCOC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5093948,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCC#CC#CCOC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5084433,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](C)NC(=O)c2ccccc2/C=C/COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,100000.0
CHEMBL5081452,CC(C)C[C@H](CC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)C[C@@H](C)C(=O)C1)C(N)=O,91000.0
CHEMBL5083076,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CC2CCCCC2)C(=O)N1)C(N)=O,100000.0
CHEMBL5087475,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N1)C(N)=O,60000.0
CHEMBL5084212,CCCC[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CCCCn2nncc2COC[C@@H](C(=O)N[C@@H](CC(C)C)C(N)=O)NC1=O,48000.0
CHEMBL5093360,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CC2CC2)C(=O)N1)C(N)=O,32000.0
CHEMBL5072596,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(N)=O,38000.0
CHEMBL5083090,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@H](Cc2ccccc2)C(=O)N1)C(N)=O,82000.0
CHEMBL5071433,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](c2ccccc2)C(=O)N1)C(N)=O,100000.0
CHEMBL5088241,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1)C(N)=O,18000.0
CHEMBL5075687,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,7100.0
CHEMBL5092205,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N1)C(N)=O,9500.0
CHEMBL5083699,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccnc2)C(=O)N1)C(N)=O,41000.0
CHEMBL5080225,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccs2)C(=O)N1)C(N)=O,53000.0
CHEMBL5076494,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2Cl)C(=O)N1)C(N)=O,100000.0
CHEMBL5078823,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N1)C(N)=O,74000.0
CHEMBL5092321,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,7700.0
CHEMBL5070479,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,32000.0
CHEMBL5081764,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCCCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,55000.0
CHEMBL5094585,CC(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)N[C@@H](COCc1cnnn1CCCCC(=O)NCC(N)=O)C(=O)N[C@@H](CC(C)C)C(N)=O,38000.0
CHEMBL5078607,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,95000.0
CHEMBL5091680,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CC[C@@H](O)[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,70000.0
CHEMBL5071769,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCOC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,6500.0
CHEMBL5082312,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,100000.0
CHEMBL5077810,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)NC(C)(C)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,20000.0
CHEMBL5094784,CC(C)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2Cc3ccccc3C[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,5800.0
CHEMBL5082436,C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,37000.0
CHEMBL5086801,NC(=O)[C@@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C1CCCCC1,78000.0
CHEMBL5082248,NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,100000.0
CHEMBL5079991,CCCC[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,100000.0
CHEMBL5081269,NC(=O)[C@H](CC1CC1)NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,29000.0
CHEMBL5076240,NC(=O)C[C@H](NC(=O)[C@@H]1COCc2cnnn2CCCCC(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1)C(N)=O,48000.0
